age	job	marital	month	education	default	housing	loan	contact	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
67.0	retired	married	oct	unknown	no	no	no	cellular	thu	140.0	2.0	999.0	0.0	nonexistent	-3.4	92.431	-26.9	0.722	5017.5	no
48.0	admin.	divorced	nov	high.school	no	yes	no	cellular	mon	309.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
35.0	admin.	single	may	high.school	no	yes	yes	cellular	tue	200.0	4.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.291	5099.1	no
27.0	admin.	single	may	university.degree	no	no	no	cellular	mon	409.0	1.0	1.0	1.0	success	-1.8	92.893	-46.2	1.299	5099.1	no
25.0	admin.	single	jul	high.school	no	yes	no	cellular	thu	103.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
42.0	technician	married	may	professional.course	no	yes	yes	cellular	thu	50.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
47.0	admin.	divorced	may	university.degree	no	yes	no	telephone	mon	208.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
49.0	entrepreneur	married	nov	university.degree	no	yes	no	cellular	fri	13.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
36.0	admin.	single	may	basic.9y	no	yes	no	cellular	tue	458.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	yes
35.0	technician	married	jun	professional.course	no	no	no	telephone	mon	200.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
29.0	blue-collar	married	nov	basic.4y	no	yes	no	cellular	mon	127.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.191	5195.8	no
45.0	technician	married	jun	professional.course	unknown	no	no	telephone	fri	124.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
53.0	blue-collar	married	may	basic.6y	no	yes	no	telephone	fri	95.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
41.0	admin.	married	aug	university.degree	no	no	yes	cellular	mon	114.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
50.0	management	married	jun	high.school	unknown	no	no	telephone	mon	65.0	17.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
31.0	management	married	may	basic.9y	no	no	yes	telephone	wed	161.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
46.0	services	married	may	high.school	no	no	no	cellular	wed	174.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
36.0	blue-collar	married	may	high.school	unknown	no	no	telephone	wed	713.0	4.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
43.0	blue-collar	single	jun	professional.course	no	no	no	telephone	thu	133.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	no
48.0	entrepreneur	married	may	basic.9y	unknown	yes	no	telephone	tue	201.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
31.0	services	married	may	high.school	no	unknown	unknown	cellular	thu	215.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.327	5099.1	no
21.0	services	single	apr	high.school	no	yes	yes	cellular	thu	820.0	2.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.435	5099.1	no
56.0	services	married	may	high.school	unknown	no	no	cellular	fri	310.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	no
54.0	management	married	jun	basic.6y	no	no	no	telephone	wed	255.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
44.0	services	married	nov	high.school	unknown	no	no	cellular	tue	43.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.153	5195.8	no
31.0	unemployed	married	aug	university.degree	no	no	no	cellular	tue	91.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
50.0	admin.	married	aug	university.degree	no	no	no	cellular	tue	587.0	2.0	999.0	1.0	failure	-2.9	92.201	-31.4	0.859	5076.2	yes
48.0	admin.	married	aug	university.degree	no	yes	yes	cellular	wed	288.0	1.0	0.0	3.0	success	-1.7	94.027	-38.3	0.9	4991.6	yes
26.0	self-employed	single	jun	university.degree	no	yes	no	cellular	wed	181.0	2.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.244	5076.2	no
37.0	services	single	may	basic.9y	no	yes	no	telephone	fri	320.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
37.0	unemployed	unknown	jun	university.degree	no	no	no	cellular	tue	100.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.262	5076.2	no
50.0	services	married	may	unknown	unknown	no	no	telephone	tue	144.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
47.0	admin.	married	aug	university.degree	no	yes	no	cellular	tue	653.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
41.0	blue-collar	single	may	basic.9y	no	no	no	cellular	wed	128.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
32.0	blue-collar	single	jun	basic.9y	no	yes	no	telephone	mon	22.0	17.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
38.0	services	married	jun	basic.9y	no	no	yes	telephone	fri	177.0	2.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.224	5076.2	no
48.0	technician	married	jul	professional.course	no	no	no	cellular	tue	288.0	1.0	999.0	1.0	failure	-1.7	94.215	-40.3	0.876	4991.6	no
46.0	blue-collar	married	may	basic.4y	unknown	yes	no	telephone	tue	566.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
48.0	self-employed	married	may	basic.9y	unknown	yes	no	telephone	tue	318.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
38.0	unknown	divorced	may	high.school	unknown	yes	no	telephone	wed	107.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
38.0	admin.	married	aug	university.degree	no	yes	no	cellular	tue	748.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
55.0	retired	married	jul	basic.4y	unknown	no	yes	cellular	tue	599.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
27.0	admin.	married	jul	high.school	no	yes	yes	cellular	mon	101.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
28.0	services	married	nov	high.school	no	yes	no	cellular	wed	223.0	3.0	999.0	2.0	failure	-1.1	94.767	-50.8	1.048	4963.6	no
29.0	blue-collar	single	jun	basic.9y	no	no	no	telephone	mon	411.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
47.0	services	divorced	jul	basic.4y	no	no	no	cellular	tue	149.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
34.0	student	single	may	basic.4y	unknown	yes	no	telephone	thu	1185.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
51.0	services	divorced	may	high.school	unknown	no	no	cellular	tue	398.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.344	5099.1	no
40.0	admin.	divorced	aug	university.degree	no	yes	yes	cellular	wed	65.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
38.0	admin.	married	jun	high.school	no	yes	no	telephone	mon	169.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
42.0	blue-collar	married	may	basic.4y	no	no	no	cellular	mon	212.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
30.0	unemployed	single	jul	university.degree	no	yes	yes	cellular	wed	266.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
36.0	services	married	may	high.school	unknown	no	no	telephone	mon	427.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
33.0	admin.	single	jun	high.school	no	no	yes	telephone	wed	113.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	no
47.0	management	married	apr	university.degree	no	no	no	cellular	mon	51.0	3.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
33.0	admin.	married	sep	university.degree	no	yes	no	cellular	thu	272.0	2.0	999.0	0.0	nonexistent	-1.1	94.199	-37.5	0.878	4963.6	yes
30.0	services	single	jul	basic.9y	no	yes	no	cellular	wed	22.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
54.0	admin.	married	may	high.school	no	no	no	telephone	wed	66.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.858	5191.0	no
47.0	admin.	married	nov	basic.9y	no	no	no	cellular	thu	164.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
32.0	technician	single	nov	university.degree	no	yes	no	cellular	wed	58.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
32.0	blue-collar	married	may	basic.9y	no	yes	no	cellular	fri	297.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.313	5099.1	no
38.0	self-employed	married	may	basic.9y	no	yes	no	telephone	wed	26.0	1.0	999.0	2.0	failure	-1.8	92.893	-46.2	1.281	5099.1	no
38.0	technician	single	aug	high.school	no	no	no	cellular	wed	74.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
38.0	unknown	married	aug	unknown	no	yes	no	cellular	thu	27.0	10.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.962	5228.1	no
53.0	blue-collar	married	jul	high.school	no	yes	no	cellular	tue	118.0	7.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
26.0	unemployed	single	may	basic.9y	no	yes	no	telephone	tue	112.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
27.0	blue-collar	married	may	basic.9y	no	unknown	unknown	telephone	tue	169.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
38.0	admin.	single	jun	university.degree	no	no	no	cellular	tue	103.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.099	5076.2	no
41.0	services	married	may	high.school	unknown	yes	no	telephone	mon	679.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	yes
39.0	self-employed	divorced	sep	high.school	no	no	no	cellular	tue	261.0	1.0	3.0	1.0	success	-3.4	92.379	-29.8	0.788	5017.5	yes
48.0	admin.	divorced	jul	high.school	no	no	no	telephone	mon	352.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
32.0	blue-collar	married	jun	basic.6y	no	yes	no	telephone	fri	16.0	6.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	no
35.0	blue-collar	married	may	basic.6y	no	no	no	telephone	wed	39.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
51.0	blue-collar	married	aug	basic.9y	unknown	yes	no	cellular	tue	107.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
35.0	admin.	single	may	university.degree	no	yes	no	cellular	mon	8.0	5.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	no
60.0	blue-collar	married	apr	basic.4y	unknown	yes	no	cellular	mon	18.0	4.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
28.0	admin.	single	jul	university.degree	no	no	yes	cellular	fri	94.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
52.0	management	married	aug	high.school	no	yes	yes	cellular	tue	167.0	1.0	10.0	4.0	failure	-2.9	92.201	-31.4	0.883	5076.2	yes
35.0	blue-collar	married	jun	basic.9y	no	no	no	telephone	tue	497.0	2.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	no
27.0	admin.	single	may	university.degree	no	no	no	cellular	tue	134.0	1.0	3.0	1.0	success	-1.8	92.893	-46.2	1.266	5099.1	no
34.0	technician	married	jul	high.school	no	no	no	cellular	thu	481.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
36.0	blue-collar	married	nov	basic.4y	no	no	yes	cellular	wed	217.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
28.0	blue-collar	married	may	basic.9y	unknown	no	no	telephone	thu	140.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
32.0	admin.	married	may	university.degree	no	yes	yes	telephone	mon	175.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
49.0	blue-collar	divorced	jul	basic.6y	unknown	no	no	cellular	mon	1065.0	3.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	yes
55.0	admin.	married	nov	basic.9y	no	yes	yes	cellular	thu	430.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
50.0	technician	married	dec	high.school	no	yes	no	cellular	mon	229.0	1.0	999.0	1.0	failure	-3.0	92.713	-33.0	0.717	5023.5	yes
37.0	admin.	single	may	university.degree	no	no	no	cellular	wed	51.0	4.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	no
35.0	blue-collar	divorced	jun	basic.9y	no	unknown	unknown	telephone	mon	276.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
58.0	unknown	married	dec	basic.9y	no	yes	no	cellular	thu	154.0	1.0	999.0	1.0	failure	-3.0	92.713	-33.0	0.72	5023.5	yes
32.0	entrepreneur	married	aug	university.degree	no	no	no	cellular	mon	95.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
35.0	retired	single	may	basic.9y	unknown	yes	yes	telephone	mon	145.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
35.0	technician	single	may	professional.course	no	yes	no	cellular	mon	213.0	4.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	no
26.0	admin.	single	may	high.school	unknown	no	no	cellular	thu	136.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
47.0	blue-collar	married	apr	professional.course	no	yes	no	cellular	tue	225.0	4.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.423	5099.1	no
29.0	blue-collar	single	may	basic.9y	no	no	no	cellular	wed	68.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	no
37.0	entrepreneur	single	may	basic.9y	no	yes	no	cellular	tue	222.0	1.0	2.0	1.0	success	-1.8	92.893	-46.2	1.266	5099.1	no
32.0	technician	single	jul	high.school	no	no	no	telephone	wed	239.0	11.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
46.0	services	married	jul	high.school	no	yes	no	cellular	mon	181.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	no
36.0	services	married	may	high.school	no	no	yes	telephone	wed	166.0	5.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.859	5191.0	no
35.0	admin.	married	jun	university.degree	no	no	no	cellular	thu	121.0	4.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	yes
31.0	self-employed	married	jul	university.degree	no	yes	no	cellular	tue	242.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
29.0	admin.	single	aug	university.degree	no	no	no	cellular	mon	716.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	yes
46.0	housemaid	married	jul	basic.4y	unknown	no	no	cellular	fri	550.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
85.0	housemaid	divorced	oct	basic.4y	unknown	yes	no	telephone	fri	181.0	2.0	999.0	0.0	nonexistent	-3.4	92.431	-26.9	0.739	5017.5	no
29.0	technician	single	may	basic.9y	no	no	no	cellular	thu	20.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
31.0	management	single	may	university.degree	no	yes	no	cellular	thu	165.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
34.0	blue-collar	married	jul	basic.4y	no	yes	no	cellular	thu	54.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
29.0	technician	single	nov	professional.course	no	yes	yes	cellular	fri	215.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.021	5195.8	no
46.0	admin.	single	jul	university.degree	no	yes	yes	cellular	tue	62.0	7.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
29.0	blue-collar	divorced	may	high.school	no	no	no	cellular	fri	760.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	yes
54.0	blue-collar	single	may	basic.4y	no	no	no	telephone	thu	253.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
26.0	management	single	nov	university.degree	no	yes	no	cellular	mon	112.0	5.0	999.0	0.0	nonexistent	-1.1	94.767	-50.8	1.039	4963.6	no
27.0	admin.	married	may	professional.course	no	yes	no	cellular	thu	143.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
57.0	management	married	may	basic.4y	unknown	yes	no	cellular	fri	10.0	5.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.25	5099.1	no
32.0	technician	single	aug	university.degree	no	yes	no	cellular	wed	158.0	5.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	no
35.0	services	married	may	high.school	no	yes	no	telephone	tue	87.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
32.0	blue-collar	single	nov	high.school	no	unknown	unknown	cellular	wed	77.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.12	5195.8	no
59.0	retired	married	jul	basic.9y	no	no	no	cellular	mon	551.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	no
29.0	blue-collar	married	may	basic.9y	no	yes	no	cellular	thu	193.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	no
37.0	admin.	married	may	high.school	no	no	yes	telephone	thu	155.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.86	5191.0	no
40.0	admin.	married	jun	high.school	unknown	no	no	telephone	tue	675.0	5.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	no
55.0	admin.	married	aug	professional.course	no	yes	yes	cellular	tue	482.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	no
33.0	housemaid	single	aug	university.degree	unknown	yes	no	cellular	wed	46.0	3.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.967	5228.1	no
36.0	admin.	single	apr	high.school	no	no	no	cellular	fri	193.0	3.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
59.0	admin.	married	jun	high.school	no	no	no	telephone	mon	204.0	4.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	no
34.0	blue-collar	single	may	basic.9y	no	no	no	cellular	thu	484.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
30.0	self-employed	married	may	professional.course	no	no	no	cellular	tue	34.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.291	5099.1	no
29.0	admin.	married	jul	high.school	no	no	no	cellular	thu	48.0	7.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
34.0	blue-collar	single	may	basic.9y	no	no	no	cellular	mon	281.0	2.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.299	5099.1	no
47.0	blue-collar	single	may	basic.4y	unknown	yes	no	telephone	wed	162.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
41.0	entrepreneur	married	jul	basic.4y	no	yes	no	telephone	fri	89.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.959	5228.1	no
30.0	admin.	single	jun	university.degree	no	yes	no	cellular	wed	107.0	1.0	999.0	0.0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	no
33.0	admin.	married	aug	high.school	unknown	yes	no	cellular	tue	68.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	no
33.0	unemployed	single	jul	unknown	no	no	no	cellular	tue	211.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
33.0	services	married	may	high.school	no	unknown	unknown	cellular	fri	333.0	1.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.25	5099.1	no
59.0	retired	married	aug	basic.4y	no	yes	yes	cellular	thu	265.0	1.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	no
29.0	services	married	may	basic.9y	no	yes	no	telephone	wed	94.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
36.0	admin.	married	may	high.school	no	no	no	telephone	tue	369.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
41.0	admin.	single	apr	unknown	unknown	yes	no	cellular	fri	464.0	2.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	no
55.0	technician	married	jun	basic.9y	unknown	no	no	telephone	mon	362.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
39.0	entrepreneur	married	nov	professional.course	no	yes	no	cellular	thu	997.0	2.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
48.0	services	married	jul	basic.6y	no	no	no	cellular	wed	69.0	6.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	no
56.0	admin.	married	jul	university.degree	no	yes	no	cellular	fri	177.0	5.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	no
63.0	technician	married	aug	unknown	no	yes	no	cellular	tue	173.0	1.0	999.0	0.0	nonexistent	-2.9	92.201	-31.4	0.838	5076.2	no
50.0	self-employed	married	may	basic.9y	unknown	no	no	cellular	thu	287.0	1.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
42.0	blue-collar	married	may	basic.6y	unknown	yes	no	telephone	mon	454.0	3.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
43.0	unemployed	married	jun	university.degree	unknown	no	no	telephone	mon	114.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	no
32.0	admin.	married	nov	university.degree	no	yes	yes	cellular	thu	51.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
28.0	blue-collar	single	apr	basic.9y	no	no	no	cellular	mon	218.0	1.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.392	5099.1	no
26.0	blue-collar	married	may	professional.course	no	yes	no	cellular	thu	649.0	2.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	no
24.0	admin.	single	jul	high.school	unknown	yes	no	cellular	thu	470.0	1.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	no
38.0	blue-collar	divorced	jun	unknown	no	no	no	telephone	fri	278.0	1.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	no
30.0	services	married	nov	high.school	unknown	yes	no	cellular	thu	175.0	1.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
29.0	blue-collar	single	may	basic.4y	no	yes	no	cellular	fri	13.0	9.0	999.0	1.0	failure	-1.8	92.893	-46.2	1.25	5099.1	no
56.0	management	married	jul	university.degree	no	no	no	cellular	tue	442.0	2.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
36.0	blue-collar	single	jun	basic.9y	no	yes	yes	telephone	thu	762.0	3.0	999.0	0.0	nonexistent	1.4	94.465	-41.8	4.955	5228.1	yes
33.0	admin.	married	jul	high.school	unknown	yes	no	cellular	tue	88.0	4.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	no
47.0	services	married	may	unknown	no	no	no	telephone	wed	262.0	2.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
50.0	housemaid	married	may	basic.4y	unknown	no	no	telephone	mon	287.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
41.0	services	married	may	basic.9y	no	no	no	telephone	tue	335.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.856	5191.0	no
54.0	entrepreneur	divorced	apr	unknown	no	no	yes	cellular	thu	461.0	2.0	999.0	1.0	failure	-1.8	93.075	-47.1	1.41	5099.1	no
32.0	blue-collar	married	apr	basic.9y	no	unknown	unknown	telephone	fri	108.0	3.0	999.0	0.0	nonexistent	-1.8	93.075	-47.1	1.479	5099.1	no
38.0	admin.	single	may	university.degree	no	no	no	telephone	tue	189.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
34.0	management	single	nov	high.school	no	yes	yes	cellular	wed	201.0	2.0	6.0	1.0	success	-0.1	93.2	-42.0	4.12	5195.8	no
34.0	blue-collar	married	may	basic.9y	no	no	no	cellular	tue	192.0	3.0	999.0	0.0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	no
55.0	admin.	married	nov	unknown	no	yes	yes	cellular	thu	591.0	3.0	999.0	0.0	nonexistent	-0.1	93.2	-42.0	4.076	5195.8	no
31.0	self-employed	married	aug	university.degree	no	no	no	cellular	tue	201.0	2.0	999.0	0.0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	no
43.0	technician	married	may	professional.course	no	yes	no	telephone	tue	225.0	1.0	999.0	0.0	nonexistent	1.1	93.994	-36.4	4.857	5191.0	no
59.0	unemployed	married	jul	basic.4y	unknown	yes	no	cellular	thu	458.0	9.0	999.0	0.0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	yes
53.0	technician	married	apr	university.degree	no	unknown	unknown	cellular	thu	758.0	2.0	999.0	2.0	failure	-1.8	93.749	-34.6	0.64	5008.7	yes
